,sector,qf_code,title,download_link
173,Capital Goods & Manufacturing,2018/CCM/DGT/02213,Mechanic Machine Tool Maintenance (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_MMTM.pdf
174,Chemicals & Petrochemicals,DGT/1046,Attendant Operator (Chemical Plant) (CTS),https://nqr.gov.in/sites/default/files/QF%20-%20Attendant%20Operator%20Chemical%20Plant.pdf
175,Chemicals & Petrochemicals,2018/CP/DGT/02130,Instrument Mechanic (Chemical Plant) (CTS),https://nqr.gov.in/sites/default/files/QF%20-%20Intrument%20Mechanic%20Chemical%20Plant.pdf
176,Chemicals & Petrochemicals,2018/CP/DGT/02132,Laboratory Assistant (Chemical Plant) (CTS),https://nqr.gov.in/sites/default/files/QF%20-%20Laboratort%20Assistant%20Chemical%20Plant.pdf
177,Chemicals & Petrochemicals,2018/CP/DGT/02129,Maintenance Mechanic (Chemical Plant) (CTS),https://nqr.gov.in/sites/default/files/QF%20-%20Mechanic%20Maintenance%20Chemical%20Plant.pdf
178,Chemicals & Petrochemicals,2018/CP/DGT/02131,Plastic Processing Operator (CTS),https://nqr.gov.in/sites/default/files/QF%20-%20Plastic%20Processing%20Operator.pdf
179,Capital Goods & Manufacturing,2018/CCM/DGT/02212,Material Handling Equipment Mechanic Cum Operator (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_MHEMCO.pdf
180,Beauty & Wellness,2018/BW/WB/02390,Beautician,https://nqr.gov.in/sites/default/files/beautician.pdf
181,Food Industry,2018/FI/WB/02388,ATS - Fruits and Vegetables Product Manufacturer,https://nqr.gov.in/sites/default/files/Fruits%20and%20Vegetables%20%20Product%20Manufacturer%20Q%20File.pdf
182,Capital Goods & Manufacturing,2018/CCM/DGT/02205,Mechanic Mechatronics (CTS),https://nqr.gov.in/sites/default/files/QF_ATS_Mechanic%20Mechatronics.pdf
183,Capital Goods & Manufacturing,2018/CCM/DGT/02211,Machinist (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_Machinist.pdf
184,Capital Goods & Manufacturing,2018/CCM/DGT/02204,Machinist (Grinder) (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_Machinist%20%28Grinder%29.pdf
185,Capital Goods & Manufacturing,2018/CCM/DGT/02210,Foundryman (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_Foundryman.pdf
186,Private Security,2018/SEC/DGT/02830,Security Supervisor,https://nqr.gov.in/sites/default/files/NSQF-Security%20Supervisor.pdf
187,Handicrafts & Carpets,2018/HC/HCSSC/02189,Bamboo Basket Maker,https://nqr.gov.in/sites/default/files/Bamboo%20Basket%20Maker.pdf
188,Handicrafts & Carpets,2018/HC/HCSSC/02190,Bamboo Mat weaver,https://nqr.gov.in/sites/default/files/Bamboo%20Mat%20Weaver.pdf
189,Handicrafts & Carpets,2018/HC/HCSSC/02191,Bamboo utility handicrafts assembler,https://nqr.gov.in/sites/default/files/Bamboo%20Utility%20Handicrafts%20Assembler.pdf
190,Handicrafts & Carpets,2018/HC/HCSSC/02192,Crochet Lace Tailor,https://nqr.gov.in/sites/default/files/Crochet%20Lace%20Tailor.pdf
191,Handicrafts & Carpets,2018/HC/HCSSC/02195,Hand Crochet Lace Maker,https://nqr.gov.in/sites/default/files/QF-Hand%20Crochet%20Lace%20Maker%20%281%29.pdf
192,Handicrafts & Carpets,2018/HC/HCSSC/02194,Hand Rolled Agarbatti Maker,https://nqr.gov.in/sites/default/files/Hand%20Rolled%20Agarbatti%20Maker.pdf
193,Handicrafts & Carpets,2018/HC/HCSSC/02193,Master Crochet Lace Maker,https://nqr.gov.in/sites/default/files/Master%20Crochet%20Lace%20Maker.pdf
194,Handicrafts & Carpets,2018/HC/HCSSC/02098,Casting Operator (Metal Handicrafts),https://nqr.gov.in/sites/default/files/Casting%20Operator%20%28Metal%20Handicrafts%29.pdf
195,Handicrafts & Carpets,2018/HC/HCSSC/02099,Engraving Artisan (Metal Handicrafts),https://nqr.gov.in/sites/default/files/Engraving%20Artisan%20%28Metal%20Handicrafts%29.pdf
196,Handicrafts & Carpets,2018/HC/HCSSC/02100,Engraving/ Carving/ Etching Assistant,https://nqr.gov.in/sites/default/files/Engraving_Carving_Etching_Assisstant.pdf
197,Handicrafts & Carpets,2018/HC/HCSSC/02102,Painter (Metal Handicrafts),https://nqr.gov.in/sites/default/files/Painter%20%28Handicrafts%29.pdf
198,Handicrafts & Carpets,2018/HC/HCSSC/02097,Sakhta Saaz (Paper Mache),https://nqr.gov.in/sites/default/files/Sakhta%20Saaz%20%28Paper%20Mache%29.pdf
199,Handicrafts & Carpets,2018/HC/HCSSC/02103,Stamping Operator (Metal Handicrafts),https://nqr.gov.in/sites/default/files/Stamping%20Operator%20%28Metal%20Handicrafts%29.pdf
200,Handicrafts & Carpets,2018/HC/HCSSC/02101,Traditional Hand Embroiderer,https://nqr.gov.in/sites/default/files/Traditional%20Hand%20Embroiderer.pdf
201,Electronics & HW,2018/ITES/NIELIT/02068,Post Graduate Diploma in Industrial Automation System Design,https://nqr.gov.in/sites/default/files/QFile%20%20PG%20Diploma%20in%20Industrial%20Automation%20System%20Design%20.pdf
202,Agriculture,2018/AGR/ASCI/02176,Vermicompost Producer,https://nqr.gov.in/sites/default/files/NSQC%20Approved%20-Vermicompost%20Producer.pdf
203,Electronics & HW,2018/ITES/NIELIT/02069,PG Diploma in VLSI & Embedded Hardware Design,https://nqr.gov.in/sites/default/files/QFile%20PG%20Diploma%20in%20VLSI%20and%20Embedded%20Hardware%20Design.pdf
204,Healthcare,2018/HLT/DGT/02256,Basic of Anatomy & Physiology,https://nqr.gov.in/sites/default/files/QF%20Basic%20Anatomy_MED.pdf
205,Healthcare,2018/HLT/DGT/02170,Healthcare Multipurpose worker,https://nqr.gov.in/sites/default/files/QF%20_Healthcare%20multipurpose%20worker%20_MED%20133.pdf
206,Healthcare,2018/HLT/DGT/02169,Nursing Assistant,https://nqr.gov.in/sites/default/files/QF%20_Nursing%20Assistant%20_MED%20134.pdf
207,Healthcare,2018/HLT/DGT/02257,Pharmacy Assistant,https://nqr.gov.in/sites/default/files/QF%20Pharm%20Asstt.pdf
208,Healthcare,2018/HLT/WB/02393,Health Worker,https://nqr.gov.in/sites/default/files/NSQF%20Q%20File%20for%20Health%20Worker.pdf
209,Healthcare,2018/HLT/WB/02391,Blood Collection Assistant,https://nqr.gov.in/sites/default/files/NSQF%20Q%20File%20for%20Blood%20Collection%20Assistant.pdf
210,Private Security,2018/SEC/DGT/02262,MES - Assistant Fire Operator,https://nqr.gov.in/sites/default/files/QF-%20Asst.%20Fire%20Operator%20DGT-MES.docx.pdf
211,Private Security,2018/SEC/DGT/02264,MES - Fire & Rescue Operator,https://nqr.gov.in/sites/default/files/QF-%20Fire%20Rescue%20DGT-MES.docx.pdf
212,Private Security,2018/SEC/DGT/02263,MES - Industrial Security Guard,https://nqr.gov.in/sites/default/files/QF-Industrial%20Security%20Guard%20DGT-MES.docx.pdf
213,Agriculture,(AGR/Q0807),Nursery Worker,https://nqr.gov.in/sites/default/files/QF%20-%20NURSERY%20WORKER.pdf
214,Agriculture,2018/AGR/ASCI/04075,Greenhouse Operator,https://nqr.gov.in/sites/default/files/QF%20-Greenhouse%20Operator.pdf
215,Agriculture,AGR/Q7806,Group Farming Practitioner,https://nqr.gov.in/sites/default/files/QF%20-%20Group%20farming%20Practitioner.pdf
216,Agriculture,2018/AGR/ASCI/04082,Mushroom Grower,https://nqr.gov.in/sites/default/files/QF%20-%20Mushroom%20Grower.pdf
217,Agriculture,2018/AGR/ASCI/04076,Organic Grower,https://nqr.gov.in/sites/default/files/QF%20-Organic%20Grower.pdf
218,Agriculture,AGR/Q7503,Packhouse Worker,https://nqr.gov.in/sites/default/files/QF%20-Packhouse%20Worker.pdf
219,Agriculture,AGR/Q4303,Poultry farm manager,https://nqr.gov.in/sites/default/files/QF%20-%20%20Poultry%20Farm%20Manager.pdf
220,Agriculture,AGR/Q4304,Poultry shed designer,https://nqr.gov.in/sites/default/files/QF%20-%20Poultry%20shed%20designer.pdf
221,Agriculture,AGR/Q4305,"Poultry feed, food safety and labelling supervisor",https://nqr.gov.in/sites/default/files/QF%20-%20Poultry%20Feed%2C%20Food%20Safety%20and%20Labelling%20supervisor.pdf
222,BFSI,2018/BFSI/DGT/02158,MES - Business Correspondent,https://nqr.gov.in/sites/default/files/QF%20-Business%20correspondent_BAN705_final.pdf
223,Power,2018/POW/PSSC/02188,Electrician Domestic Solutions,https://nqr.gov.in/sites/default/files/Q%20File%20Electrician%20Domestic%20Solutions_Upload.pdf
224,Power,2018/POW/PSSC/02187,Assistant-GIS-Mapping-Power-Distribution,https://nqr.gov.in/sites/default/files/Q%20File_Assistant%20GIS%20Mapping%20Power%20Distribution.pdf
225,Power,2018/POW/PSSC/02185,"Attendant Sub-Station (66/11, 33/11 KV)",https://nqr.gov.in/sites/default/files/Q%20File_Attendant%20Substation%20Power%20Distribution.pdf
226,Power,2018/POW/PSSC/02186,Technician- Distribution Transformer Repair,https://nqr.gov.in/sites/default/files/QF%20-%20Technician-%20Distribution%20Transformer%20Repair.pdf
227,Agriculture,2018/AGR/DGT/02239,MES - Self-Propelled Rice Transplanter Operator,https://nqr.gov.in/sites/default/files/QF_Self%20Propelled%20Rice%20Transplanter%20Operator.pdf
228,Agriculture,2018/AGR/DGT/02153,Mushroom Cultivation,https://nqr.gov.in/sites/default/files/QF%20_Mushroom%20cultivation_AGR132.pdf
229,Agriculture,2018/AGR/DGT/02236,MES - Jaggery Producer,https://nqr.gov.in/sites/default/files/QF_Jaggery%20Producer.pdf
230,Agriculture,2018/AGR/DGT/02237,MES - Soil Testing Technician,https://nqr.gov.in/sites/default/files/QF_Soil%20Technician.pdf
231,Agriculture,2018/AGR/DGT/02238,MES - Medicinal Plant Cultivator,https://nqr.gov.in/sites/default/files/QF_Medicinal%20Plant.pdf
232,Automotive,2018/AUT/DGT/02245,MES - Driver LMV,https://nqr.gov.in/sites/default/files/Driver%20LMV%20MES.pdf
233,Agriculture,2018/AGR/DGT/02154,Landscaping and Floriculture,https://nqr.gov.in/sites/default/files/QF%20_Landscaping%20and%20Floriculture.pdf
234,Agriculture,2018/AGR/DGT/02155,Vermiculturing and Vermicomposting,https://nqr.gov.in/sites/default/files/QF%20_Vermiculturing%20and%20Vermicomposting_AGR%20137.pdf
235,Environmental Science,2018/ES/DGT/02255,Manufacturing Assistant – Solar Hot water System,https://nqr.gov.in/sites/default/files/Manufacturing%20assistant%20-%20Solar%20hot%20water.pdf
236,"Transportation, Logistics & Warehousing",2018/TLW/DGT/02174,MES - Office Assistant,https://nqr.gov.in/sites/default/files/QF%20_Office%20Assistant%20-COL104.pdf
237,Environmental Science,2018/ES/DGT/02168,MES - Solar Hot Water System Installation and Service Technician,https://nqr.gov.in/sites/default/files/Solar%20water%20installation%20MES.pdf
238,Power,2018/POW/DGT/02229,Wireman (ATS),https://nqr.gov.in/sites/default/files/QF_ATS_Wireman%20%281%29.pdf
239,Electronics & HW,2018/EHW/DGT/02165,Repair and Maintenance of Window & Split Air Conditioner,https://nqr.gov.in/sites/default/files/QF%20Air%20Conditioner_REF706.pdf
240,Electronics & HW,REF701,Central Air Conditioning Plant Service Technician (Mechanical),https://nqr.gov.in/sites/default/files/QF%20Central%20Air%20conditioning_REF701.pdf
241,Electronics & HW,2018/EHW/DGT/02167,Repair and Maintenance of Coolers,https://nqr.gov.in/sites/default/files/QF%20Cooler_REF705.pdf
242,Electronics & HW,2018/EHW/DGT/02164,Refrigeration/Air Conditioning/ Ventilation Mechanic (Electric Control),https://nqr.gov.in/sites/default/files/QF%20RAC%20Electrical%20Control_REF702.pdf
243,Plumbing,2018/PLUM/DGT/02266,MES - Assistant Plumber,https://nqr.gov.in/sites/default/files/QF_Assistant%20Plumber.pdf
244,Plumbing,2018/PLUM/DGT/02265,MES - Plumber,https://nqr.gov.in/sites/default/files/QF_Plumber.pdf
245,Chemicals & Petrochemicals,2018/CP/DGT/02246,MES - CNC Lathe Programmer & Operator for Plastics Industries,https://nqr.gov.in/sites/default/files/QF_CNC_Lathe.pdf
246,Chemicals & Petrochemicals,2018/CP/DGT/02247,MES - CNC Milling Programmer & Operator for Plastics Industries,https://nqr.gov.in/sites/default/files/QF_CNC_M.pdf
247,Chemicals & Petrochemicals,2018/CP/DGT/02159,MES - Injection Moulding Machine Operator (IMMO),https://nqr.gov.in/sites/default/files/QF_IMMO.pdf
248,Chemicals & Petrochemicals,2018/CP/DGT/02249,MES - Process Attendant Chemical Plant- Basic,https://nqr.gov.in/sites/default/files/QF_Process%20Attendant.pdf
249,Chemicals & Petrochemicals,2018/CP/DGT/02248,MES - Blow & Roto Moulding Machine Operator,https://nqr.gov.in/sites/default/files/QR_BRMO.pdf
250,Handicrafts & Carpets,2018/HC/DGT/02270,MES - Design Applications With Glass Bangles,https://nqr.gov.in/sites/default/files/Design%20Applications%20With%20Glass%20Bangles.pdf
251,Agriculture,2018/AGR/ASCI/04077,Small poultry farmer,https://nqr.gov.in/sites/default/files/NSQF%20-Small%20Poultry%20Farmer.pdf
252,Handicrafts & Carpets,2018/HC/DGT/02268,MES - Design with Glass (Assistant),https://nqr.gov.in/sites/default/files/Design%20with%20Glass%20%28Assistant%29.pdf
253,Handicrafts & Carpets,2018/HC/DGT/02271,MES - Flamework Technique of glass.,https://nqr.gov.in/sites/default/files/Flamework%20Technique%20of%20glass.pdf
254,Handicrafts & Carpets,2018/HC/DGT/02267,MES - Glass Toy Making,https://nqr.gov.in/sites/default/files/Glass%20Toy%20Making.pdf
255,Handicrafts & Carpets,2018/HC/DGT/02269,MES - Manufacturing of Envelopes,https://nqr.gov.in/sites/default/files/Manufacturing%20of%20Envelopes.pdf
256,Environmental Science,2018/ES/DGT/02254,MES - Solar PV Technician,https://nqr.gov.in/sites/default/files/Solar%20PV%20MES.pdf
257,Construction,2018/CON/DGT/02134,Surveyor (CTS),https://nqr.gov.in/sites/default/files/QF_Surveyor.pdf
258,Construction,2018/CON/DGT/02160,Assistant Bar Bender & Steel Fixer,https://nqr.gov.in/sites/default/files/QF%20_Asst%20bar%20bender_CON703.pdf
259,Construction,2018/CON/DGT/02161,Architecture and Civil 2D Drafting with AUTOCAD,https://nqr.gov.in/sites/default/files/QF%20_Autocad_CON721.pdf
260,Construction,2018/CON/DGT/02162,Mason,https://nqr.gov.in/sites/default/files/QF%20_Mason_CON714.pdf
261,Media & Entertainment,2018/ME/DGT/02145,Digital Photographer (CTS),https://nqr.gov.in/sites/default/files/QF_Digital%20Photographer_0.pdf
262,Media & Entertainment,2018/ME/DGT/02146,Photographer (CTS),https://nqr.gov.in/sites/default/files/QF_Photographer_0.pdf
263,Media & Entertainment,2018/ME/DGT/02147,Video Cameraman (CTS),https://nqr.gov.in/sites/default/files/QF_Video%20Cameraman_0.pdf
264,Apparel,FAD-901,ADVANCE FASHION DESIGNER,https://nqr.gov.in/sites/default/files/Qf-advance%20fashion%20designer.pdf
265,Apparel,GAR-502,Zig-Zag Machine Embroiderer,https://nqr.gov.in/sites/default/files/QP%20FILE%20ZIG-ZAG%20EMBROIDERY%20MACHINE%206.pdf
266,Apparel,FAD-704,Apparel Ornamentalist,https://nqr.gov.in/sites/default/files/QF%20-%20apparel%20ornamentalist.pdf
267,Electronics & HW,2018/EHW/DGT/02166,Repair And Maintenance of Central Air Conditioning Plants,https://nqr.gov.in/sites/default/files/QF%20-%20Repair%20and%20Maintennance%20of%20Air%20Conditioning%20Plant.pdf
268,IT-ITeS,2018/ITES/DGT/02171,BPO- Voice,https://nqr.gov.in/sites/default/files/QF%20_BPO-Voice_ICT706.pdf
269,Apparel,2018/APR/DGT/02157,Garment Maker,https://nqr.gov.in/sites/default/files/QF%20_Garment%20maker.%20_GAR601.pdf
270,Apparel,2018/APR/DGT/02241,Apparel Manufacturing Technology (Knits basic),https://nqr.gov.in/sites/default/files/QF%20AMT-Knits%28Basic%29.pdf
271,Apparel,2018/APR/DGT/02244,Apparel Finisher and Checker,https://nqr.gov.in/sites/default/files/QF%20Apparel%20Finisher%20%26%20Checker.pdf
272,Apparel,2018/APR/DGT/02242,Apparel Quality Assurance & Compliance,https://nqr.gov.in/sites/default/files/QF-Apparel%20Quality%20assurance%20%26%20complaince.pdf
273,Capital Goods & Manufacturing,CEQ101,"Maintenance Mechanic Mining & Road Equipment- Compactor, Excavator, Paver, Articulated Hauler",https://nqr.gov.in/sites/default/files/QF-Maintenance%20Mechanic%20Mining%20%26%20Road%20Equipment-%20Compactor%2C%20Excavator%2C%20Paver%2C%20Articulated%20Hauler.pdf
274,Apparel,GAR504,Industrial Sewing Machine Technician,https://nqr.gov.in/sites/default/files/QF-Industrial%20Sewing%20Machine%20Technician.pdf
275,Construction,2018/CON/DGT/02252,Junior land surveyor,https://nqr.gov.in/sites/default/files/QF-Junior%20land%20surveyor.pdf
276,Capital Goods & Manufacturing,REF703,Repair and Maintenance of Refrigerator,https://nqr.gov.in/sites/default/files/QF-%20Repair%20and%20Maintenance%20of%20Refrigerator.pdf
277,Construction,2018/CON/DGT/02251,Bar- Bender,https://nqr.gov.in/sites/default/files/QF-Bar-%20Bender.pdf
278,Agriculture,2018/AGR/DGT/02240,Entrepreneurship Development in Agri Business,https://nqr.gov.in/sites/default/files/QF-Entrepreneurship%20Development%20in%20Agri%20Business.pdf
279,Construction,2018/CON/DGT/02253,Scaffolder,https://nqr.gov.in/sites/default/files/QF-Scaffolder.pdf
280,Apparel,2018/APR/DGT/02156,Apparel Manufacturing Technology (AMT),https://nqr.gov.in/sites/default/files/QF-Apparel%20Manufacturing%20Technology%20%28AMT%29.pdf
281,Media & Entertainment,2018/ME/DGT/02261,Videography,https://nqr.gov.in/sites/default/files/QF-Videography.pdf
282,Media & Entertainment,2018/ME/DGT/02260,Digital Camera Photographer,https://nqr.gov.in/sites/default/files/QF-Digital%20Camera%20Photographer.pdf
283,Beauty & Wellness,SPW704,SPA Manager,https://nqr.gov.in/sites/default/files/QF-SPA%20Manager.pdf
284,Construction,(CON 720),ASSISTANT TECHNICIAN DRY WALL AND FALSE-CEILING,https://nqr.gov.in/sites/default/files/QF-ASSISTANT%20TECHNICIAN%20DRY%20WALL%20AND%20FALSE-CEILING.pdf
285,Construction,(CON 731),GLASS FITTER (GLASS PANELLING AND GLAZING),https://nqr.gov.in/sites/default/files/QF-GLASS%20FITTER%20%28GLASS%20PANELLING%20AND%20GLAZING%29.pdf
286,Food Industry,FPP-619,Packaging technology of fruits and vegetables,https://nqr.gov.in/sites/default/files/QF-Packaging%20technology%20of%20fruits%20and%20vegetables.pdf
287,Automotive,2018/AUT/IAF/02291,SGT : Automobile Fitter,https://nqr.gov.in/sites/default/files/QF%20SGT%20Auto%20Fit.pdf
288,Aerospace & Aviation,2018/EHW/IAF/02314,SGT:Electronics Fitter,https://nqr.gov.in/sites/default/files/QF%20SGT%20ELTRO%20FIT.pdf
289,Apparel,2018/APR/DGT/02753,Apparel Pattern Making- CAD (MES),https://nqr.gov.in/sites/default/files/QF%20Apparel%20Pattern%20MakingCAD_GAR805.pdf
290,Apparel,2018/APR/DGT/02758,Basic Apparel Pattern Making (MES),https://nqr.gov.in/sites/default/files/QF%20Apparel%20Pattern%20Making_GAR701.pdf
291,Beauty & Wellness,2018/BW/DGT/02703,Spa Therapy (CTS),https://nqr.gov.in/sites/default/files/QF_Spa%20Therapy_CTS_NSQF-4.pdf
292,Apparel,2018/APR/DGT/02702,Computer Aided Embroidery and Designing (CTS),https://nqr.gov.in/sites/default/files/QF_CAED_CTS_NSQF-4.pdf
293,Apparel,2018/APR/DGT/02755,"Drafting in Fabric & Cutting- Shirt, Safari and Kurta (MES)",https://nqr.gov.in/sites/default/files/QF-Drafting%20%26%20cutting%28%20Shirt%2CKurta%20%26%20safari_GAR621%20-%20Copy.pdf
294,BFSI,2018/BFSI /DGT/02704,Finance Executive (CTS),https://nqr.gov.in/sites/default/files/QF_Finance%20Executive_CTS_NSQF-4.pdf
295,Apparel,2018/APR/DGT/02756,Drafting & Cutting- Trouser & Pyjama (MES),https://nqr.gov.in/sites/default/files/QF-Drafting%20%26%20cutting%28%20Shirt%2CKurta%20%26%20safari_GAR621%20-%20Copy_0.pdf
296,Apparel,2018/APR/DGT/02752,Industrial Sewing Machine Operator (MES),https://nqr.gov.in/sites/default/files/QF%20Industrial%20Sewing%20Operator_GAR515.pdf
297,Apparel,2018/APR/DGT/02754,"Jacket, Jodhpuri & Sherwani Making (with drafting & cutting) (MES)",https://nqr.gov.in/sites/default/files/QF%20Jacket%20%28Drafting%20%26%20cutting%29_GAR620.pdf
298,Apparel,2018/APR/DGT/02751,Textile Design Technology (MES),https://nqr.gov.in/sites/default/files/QF_Textile%20Design%20Technology_GAR806.pdf
299,Apparel,2018/APR/DGT/02757,"Pattern Making & Cutting ( Jacket, Jodhpuri & Sherwani) (MES)",https://nqr.gov.in/sites/default/files/QF-Pattern%20Making%20%26%20cutting_GAR623.pdf
300,BFSI,2018/BFSI /DGT/02762,Banking Associate (MES),https://nqr.gov.in/sites/default/files/QF_Banking%20Associate.pdf
301,BFSI,2018/BFSI /DGT/02764,Insurance Sales Associate (MES),https://nqr.gov.in/sites/default/files/QF_Insurance%20Sales%20Associate.pdf
302,BFSI,2018/BFSI /DGT/02763,Junior Finance Associate (MES),https://nqr.gov.in/sites/default/files/QF_Junior%20Finance%20Associate.pdf
303,BFSI,2018/BFSI /DGT/02759,Marketing Associate (MES),https://nqr.gov.in/sites/default/files/QF%20Marketing%20Associate.pdf
304,BFSI,2018/BFSI /DGT/02761,Mutual Fund Associate (MES),https://nqr.gov.in/sites/default/files/QF_Mutual%20fund%20associate.pdf
305,BFSI,2018/BFSI /DGT/02760,Small office/ Home office Coordinator (MES),https://nqr.gov.in/sites/default/files/QF_Small%20office%20coordinator.pdf
306,Chemicals & Petrochemicals,2018/CP/DGT/02766,Advance Plastic Mould Manufacturing (APMM) (MES),https://nqr.gov.in/sites/default/files/QF_APMM_PLA702.pdf
